,Date,Close,Pre_Day_Cls,Dif_Btw_Day,Per_Change,Volume
70,8/28/2012,19.34,19.15,0.19,0.99,25417000
71,8/29/2012,19.1,19.34,-0.24,-1.24,16124700
72,8/30/2012,19.09,19.1,-0.01,-0.05,30647500
73,8/31/2012,18.06,19.09,-1.03,-5.4,58764200
74,9/4/2012,17.73,18.06,-0.33,-1.83,46622400
75,9/5/2012,18.58,17.73,0.85,4.79,60781800
76,9/6/2012,18.96,18.58,0.38,2.05,46066500
77,9/7/2012,18.98,18.96,0.02,0.11,36371700
78,9/10/2012,18.81,18.98,-0.17,-0.9,24797800
79,9/11/2012,19.43,18.81,0.62,3.3,50508200
80,9/12/2012,20.93,19.43,1.5,7.72,121584000
81,9/13/2012,20.71,20.93,-0.22,-1.05,65041600
82,9/14/2012,22,20.71,1.29,6.23,72819800
83,9/17/2012,21.52,22,-0.48,-2.18,50667600
84,9/18/2012,21.87,21.52,0.35,1.63,36760500
85,9/19/2012,23.29,21.87,1.42,6.49,78782800
86,9/20/2012,22.59,23.29,-0.7,-3.01,57248900
87,9/21/2012,22.86,22.59,0.27,1.2,51218100
88,9/24/2012,20.79,22.86,-2.07,-9.06,79106500
89,9/25/2012,20.28,20.79,-0.51,-2.45,46291700
90,9/26/2012,20.62,20.28,0.34,1.68,38271900
91,9/27/2012,20.32,20.62,-0.3,-1.45,30215900
92,9/28/2012,21.66,20.32,1.34,6.59,65486000
93,10/1/2012,21.99,21.66,0.33,1.52,51262700
94,10/2/2012,22.27,21.99,0.28,1.27,29341400
95,10/3/2012,21.83,22.27,-0.44,-1.98,32000100
96,10/4/2012,21.95,21.83,0.12,0.55,46892100
97,10/5/2012,20.91,21.95,-1.04,-4.74,40529300
98,10/8/2012,20.4,20.91,-0.51,-2.44,32236700
99,10/9/2012,20.23,20.4,-0.17,-0.83,27161800
100,10/10/2012,19.64,20.23,-0.59,-2.92,39321800
101,10/11/2012,19.75,19.64,0.11,0.56,21817300
102,10/12/2012,19.52,19.75,-0.23,-1.16,18809400
103,10/15/2012,19.52,19.52,0,0,20189700
104,10/16/2012,19.48,19.52,-0.04,-0.2,21834700
105,10/17/2012,19.88,19.48,0.4,2.05,44074500
106,10/18/2012,18.98,19.88,-0.9,-4.53,52157400
107,10/19/2012,19,18.98,0.02,0.11,34835000
108,10/22/2012,19.32,19,0.32,1.68,32447300
109,10/23/2012,19.5,19.32,0.18,0.93,78381200
110,10/24/2012,23.23,19.5,3.73,19.13,228949900
111,10/25/2012,22.56,23.23,-0.67,-2.88,76142000
112,10/26/2012,21.94,22.56,-0.62,-2.75,73175800
113,10/31/2012,21.11,21.94,-0.83,-3.78,99378200
114,11/1/2012,21.21,21.11,0.1,0.47,37713900
115,11/2/2012,21.18,21.21,-0.03,-0.14,38344400
116,11/5/2012,21.25,21.18,0.07,0.33,31806700
117,11/6/2012,21.17,21.25,-0.08,-0.38,29062700
118,11/7/2012,20.47,21.17,-0.7,-3.31,33396800
119,11/8/2012,19.99,20.47,-0.48,-2.34,34254600
120,11/9/2012,19.21,19.99,-0.78,-3.9,42295500
121,11/12/2012,20.07,19.21,0.86,4.48,67349200
122,11/13/2012,19.86,20.07,-0.21,-1.05,71775100
123,11/14/2012,22.36,19.86,2.5,12.59,229751000
124,11/15/2012,22.17,22.36,-0.19,-0.85,78857700
125,11/16/2012,23.56,22.17,1.39,6.27,107182200
126,11/19/2012,22.92,23.56,-0.64,-2.72,85021300
127,11/20/2012,23.1,22.92,0.18,0.79,46655300
128,11/21/2012,24.32,23.1,1.22,5.28,89862400
129,11/23/2012,24,24.32,-0.32,-1.32,29520900
130,11/26/2012,25.94,24,1.94,8.08,123865000
131,11/27/2012,26.15,25.94,0.21,0.81,85760600
132,11/28/2012,26.36,26.15,0.21,0.8,49205600
133,11/29/2012,27.32,26.36,0.96,3.64,88759700
134,11/30/2012,28,27.32,0.68,2.49,127049600
135,12/3/2012,27.04,28,-0.96,-3.43,123526100
136,12/4/2012,27.46,27.04,0.42,1.55,72869200
137,12/5/2012,27.71,27.46,0.25,0.91,58976300
138,12/6/2012,26.97,27.71,-0.74,-2.67,46001500
139,12/7/2012,27.49,26.97,0.52,1.93,51751900
140,12/10/2012,27.84,27.49,0.35,1.27,50608500
141,12/11/2012,27.98,27.84,0.14,0.5,77099100
142,12/12/2012,27.58,27.98,-0.4,-1.43,46704200
143,12/13/2012,28.24,27.58,0.66,2.39,81051600
144,12/14/2012,26.81,28.24,-1.43,-5.06,91631600
145,12/17/2012,26.75,26.81,-0.06,-0.22,57742500
146,12/18/2012,27.71,26.75,0.96,3.59,60512900
147,12/19/2012,27.41,27.71,-0.3,-1.08,61390300
148,12/20/2012,27.36,27.41,-0.05,-0.18,35574800
149,12/21/2012,26.26,27.36,-1.1,-4.02,54555200
150,12/24/2012,26.93,26.26,0.67,2.55,28230100
151,12/26/2012,26.51,26.93,-0.42,-1.56,33175400
152,12/27/2012,26.05,26.51,-0.46,-1.74,43481700
153,12/28/2012,25.91,26.05,-0.14,-0.54,56574800
154,12/31/2012,26.62,25.91,0.71,2.74,60374500
155,1/2/2013,28,26.62,1.38,5.18,69846400
156,1/3/2013,27.77,28,-0.23,-0.82,63140600
157,1/4/2013,28.76,27.77,0.99,3.56,72715400
158,1/7/2013,29.42,28.76,0.66,2.29,83781800
159,1/8/2013,29.06,29.42,-0.36,-1.22,45871300
160,1/9/2013,30.59,29.06,1.53,5.26,104787700
161,1/10/2013,31.3,30.59,0.71,2.32,95316400
162,1/11/2013,31.72,31.3,0.42,1.34,89598000
163,1/14/2013,30.95,31.72,-0.77,-2.43,98892800
164,1/15/2013,30.1,30.95,-0.85,-2.75,173242600
165,1/16/2013,29.85,30.1,-0.25,-0.83,75332700
166,1/17/2013,30.14,29.85,0.29,0.97,40256700
167,1/18/2013,29.66,30.14,-0.48,-1.59,49631500
168,1/22/2013,30.73,29.66,1.07,3.61,55243300
169,1/23/2013,30.82,30.73,0.09,0.29,48899800
170,1/24/2013,31.08,30.82,0.26,0.84,43845100
171,1/25/2013,31.54,31.08,0.46,1.48,54363600
172,1/28/2013,32.47,31.54,0.93,2.95,59682500
173,1/29/2013,30.79,32.47,-1.68,-5.17,72976500
174,1/30/2013,31.24,30.79,0.45,1.46,87682100
175,1/31/2013,30.98,31.24,-0.26,-0.83,190744900
176,2/1/2013,29.73,30.98,-1.25,-4.03,85856700
177,2/4/2013,28.11,29.73,-1.62,-5.45,92362200
178,2/5/2013,28.64,28.11,0.53,1.89,47948200
179,2/6/2013,29.05,28.64,0.41,1.43,38375900
180,2/7/2013,28.65,29.05,-0.4,-1.38,34540100
181,2/8/2013,28.55,28.65,-0.1,-0.35,37708800
182,2/11/2013,28.26,28.55,-0.29,-1.02,37361800
183,2/12/2013,27.37,28.26,-0.89,-3.15,93498700
184,2/13/2013,27.91,27.37,0.54,1.97,50164000
185,2/14/2013,28.5,27.91,0.59,2.11,35615800
186,2/15/2013,28.32,28.5,-0.18,-0.63,33109300
187,2/19/2013,28.93,28.32,0.61,2.15,49396400
188,2/20/2013,28.46,28.93,-0.47,-1.62,42098200
189,2/21/2013,27.28,28.46,-1.18,-4.15,49642300
190,2/22/2013,27.13,27.28,-0.15,-0.55,36350200
191,2/25/2013,27.27,27.13,0.14,0.52,34652000
192,2/26/2013,27.39,27.27,0.12,0.44,31611700
193,2/27/2013,26.87,27.39,-0.52,-1.9,44319700
194,2/28/2013,27.25,26.87,0.38,1.41,83027800
195,3/1/2013,27.78,27.25,0.53,1.94,54064800
196,3/4/2013,27.72,27.78,-0.06,-0.22,32400700
197,3/5/2013,27.52,27.72,-0.2,-0.72,40622200
198,3/6/2013,27.45,27.52,-0.07,-0.25,33532600
199,3/7/2013,28.58,27.45,1.13,4.12,74540200
200,3/8/2013,27.96,28.58,-0.62,-2.17,44198900
201,3/11/2013,28.14,27.96,0.18,0.64,35642100
202,3/12/2013,27.83,28.14,-0.31,-1.1,27569600
203,3/13/2013,27.08,27.83,-0.75,-2.69,39619500
204,3/14/2013,27.04,27.08,-0.04,-0.15,27646400
205,3/15/2013,26.65,27.04,-0.39,-1.44,31597400
206,3/18/2013,26.49,26.65,-0.16,-0.6,26653700
207,3/19/2013,26.55,26.49,0.06,0.23,25254200
208,3/20/2013,25.86,26.55,-0.69,-2.6,44006500
209,3/21/2013,25.74,25.86,-0.12,-0.46,24336100
210,3/22/2013,25.73,25.74,-0.01,-0.04,18456300
211,3/25/2013,25.13,25.73,-0.6,-2.33,39199000
212,3/26/2013,25.21,25.13,0.08,0.32,26957200
213,3/27/2013,26.09,25.21,0.88,3.49,52297400
214,3/28/2013,25.58,26.09,-0.51,-1.95,28585700
215,4/1/2013,25.53,25.58,-0.05,-0.2,22249300
216,4/2/2013,25.42,25.53,-0.11,-0.43,35153300
217,4/3/2013,26.25,25.42,0.83,3.27,48195200
218,4/4/2013,27.07,26.25,0.82,3.12,82016800
219,4/5/2013,27.39,27.07,0.32,1.18,64566600
220,4/8/2013,26.85,27.39,-0.54,-1.97,27256000
221,4/9/2013,26.59,26.85,-0.26,-0.97,21311100
222,4/10/2013,27.57,26.59,0.98,3.69,45949400
223,4/11/2013,28.02,27.57,0.45,1.63,33368500
224,4/12/2013,27.4,28.02,-0.62,-2.21,28697400
225,4/15/2013,26.52,27.4,-0.88,-3.21,30275400
226,4/16/2013,26.92,26.52,0.4,1.51,27365900
227,4/17/2013,26.63,26.92,-0.29,-1.08,26440600
228,4/18/2013,25.69,26.63,-0.94,-3.53,39059000
229,4/19/2013,25.73,25.69,0.04,0.16,20380900
230,4/22/2013,25.97,25.73,0.24,0.93,25687600
231,4/23/2013,25.98,25.97,0.01,0.04,25191500
232,4/24/2013,26.11,25.98,0.13,0.5,19729900
233,4/25/2013,26.14,26.11,0.03,0.11,17150000
234,4/26/2013,26.85,26.14,0.71,2.72,33018000
235,4/29/2013,26.98,26.85,0.13,0.48,29201100
236,4/30/2013,27.77,26.98,0.79,2.93,36245700
237,5/1/2013,27.43,27.77,-0.34,-1.22,64567600
238,5/2/2013,28.97,27.43,1.54,5.61,104257000
239,5/3/2013,28.31,28.97,-0.66,-2.28,58506400
240,5/6/2013,27.57,28.31,-0.74,-2.61,43939400
241,5/7/2013,26.89,27.57,-0.68,-2.47,41259100
242,5/8/2013,27.12,26.89,0.23,0.86,34654900
243,5/9/2013,27.04,27.12,-0.08,-0.29,33457200
244,5/10/2013,26.68,27.04,-0.36,-1.33,30847100
245,5/13/2013,26.82,26.68,0.14,0.52,29068800
246,5/14/2013,27.07,26.82,0.25,0.93,24930300
247,5/15/2013,26.6,27.07,-0.47,-1.74,30299800
248,5/16/2013,26.13,26.6,-0.47,-1.77,35499100
249,5/17/2013,26.25,26.13,0.12,0.46,29462700
250,5/20/2013,25.76,26.25,-0.49,-1.87,42402900
251,5/21/2013,25.66,25.76,-0.1,-0.39,26261300
252,5/22/2013,25.16,25.66,-0.5,-1.95,45314500
253,5/23/2013,25.06,25.16,-0.1,-0.4,37663100
254,5/24/2013,24.31,25.06,-0.75,-2.99,58727900
255,5/28/2013,24.1,24.31,-0.21,-0.86,50079700
256,5/29/2013,23.32,24.1,-0.78,-3.24,64237800
257,5/30/2013,24.55,23.32,1.23,5.27,60733200
258,5/31/2013,24.35,24.55,-0.2,-0.81,35925000
259,6/3/2013,23.85,24.35,-0.5,-2.05,35733800
260,6/4/2013,23.52,23.85,-0.33,-1.38,34760800
261,6/5/2013,22.9,23.52,-0.62,-2.64,53819700
262,6/6/2013,22.97,22.9,0.07,0.31,31260700
263,6/7/2013,23.29,22.97,0.32,1.39,38699200
264,6/10/2013,24.33,23.29,1.04,4.47,58393000
265,6/11/2013,24.03,24.33,-0.3,-1.23,29885900
266,6/12/2013,23.77,24.03,-0.26,-1.08,26445800
267,6/13/2013,23.73,23.77,-0.04,-0.17,31189300
268,6/14/2013,23.63,23.73,-0.1,-0.42,30677100
269,6/17/2013,24.02,23.63,0.39,1.65,33664500
270,6/18/2013,24.21,24.02,0.19,0.79,36709100
271,6/19/2013,24.31,24.21,0.1,0.41,31790600
272,6/20/2013,23.9,24.31,-0.41,-1.69,42765600
273,6/21/2013,24.53,23.9,0.63,2.64,45833900
274,6/24/2013,23.94,24.53,-0.59,-2.41,40626000
275,6/25/2013,24.25,23.94,0.31,1.29,24713200
276,6/26/2013,24.16,24.25,-0.09,-0.37,29890300
277,6/27/2013,24.66,24.16,0.5,2.07,34694100
278,6/28/2013,24.88,24.66,0.22,0.89,96778900
279,7/1/2013,24.81,24.88,-0.07,-0.28,20582200
280,7/2/2013,24.41,24.81,-0.4,-1.61,18394100
281,7/3/2013,24.52,24.41,0.11,0.45,10404400
282,7/5/2013,24.37,24.52,-0.15,-0.61,20229500
283,7/8/2013,24.71,24.37,0.34,1.4,27064600
284,7/9/2013,25.48,24.71,0.77,3.12,30387900
285,7/10/2013,25.8,25.48,0.32,1.26,26721800
286,7/11/2013,25.81,25.8,0.01,0.04,26777400
287,7/12/2013,25.91,25.81,0.1,0.39,16537900
288,7/15/2013,26.28,25.91,0.37,1.43,24234000
289,7/16/2013,26.32,26.28,0.04,0.15,30817600
290,7/17/2013,26.65,26.32,0.33,1.25,21518500
291,7/18/2013,26.18,26.65,-0.47,-1.76,24806900
292,7/19/2013,25.88,26.18,-0.3,-1.15,46539700
293,7/22/2013,26.05,25.88,0.17,0.66,27526300
294,7/23/2013,26.13,26.05,0.08,0.31,28221600
295,7/24/2013,26.51,26.13,0.38,1.45,82635600
296,7/25/2013,34.36,26.51,7.85,29.61,365457900
297,7/26/2013,34.01,34.36,-0.35,-1.02,136028900
298,7/29/2013,35.43,34.01,1.42,4.18,124718800
299,7/30/2013,37.63,35.43,2.2,6.21,173582800
300,7/31/2013,36.8,37.63,-0.83,-2.21,154828700
301,8/1/2013,37.49,36.8,0.69,1.88,106066500
302,8/2/2013,38.05,37.49,0.56,1.49,73058500
303,8/5/2013,39.19,38.05,1.14,3,79994800
304,8/6/2013,38.55,39.19,-0.64,-1.63,63950800
305,8/7/2013,38.87,38.55,0.32,0.83,68854800
306,8/8/2013,38.54,38.87,-0.33,-0.85,41301000
307,8/9/2013,38.5,38.54,-0.04,-0.1,43532300
308,8/12/2013,38.22,38.5,-0.28,-0.73,31161000
309,8/13/2013,37.02,38.22,-1.2,-3.14,65379200
310,8/14/2013,36.65,37.02,-0.37,-1,48423900
311,8/15/2013,36.56,36.65,-0.09,-0.25,56521100
312,8/16/2013,37.08,36.56,0.52,1.42,45840800
313,8/19/2013,37.81,37.08,0.73,1.97,57609600
314,8/20/2013,38.41,37.81,0.6,1.59,57995200
315,8/21/2013,38.32,38.41,-0.09,-0.23,46116900
316,8/22/2013,38.55,38.32,0.23,0.6,21931200
317,8/23/2013,40.55,38.55,2,5.19,86442300
318,8/26/2013,41.34,40.55,0.79,1.95,94162400
319,8/27/2013,39.64,41.34,-1.7,-4.11,72695100
320,8/28/2013,40.55,39.64,0.91,2.3,57918200
321,8/29/2013,41.28,40.55,0.73,1.8,58303400
322,8/30/2013,41.29,41.28,0.01,0.02,67735100
323,9/3/2013,41.87,41.29,0.58,1.4,48774900
324,9/4/2013,41.78,41.87,-0.09,-0.21,42581900
325,9/5/2013,42.66,41.78,0.88,2.11,50035400
326,9/6/2013,43.95,42.66,1.29,3.02,117535700
327,9/9/2013,44.04,43.95,0.09,0.2,75794700
328,9/10/2013,43.6,44.04,-0.44,-1,54540300
329,9/11/2013,45.04,43.6,1.44,3.3,72328300
330,9/12/2013,44.75,45.04,-0.29,-0.64,68072300
331,9/13/2013,44.31,44.75,-0.44,-0.98,52765300
332,9/16/2013,42.51,44.31,-1.8,-4.06,70424200
333,9/17/2013,45.07,42.51,2.56,6.02,91934600
334,9/18/2013,45.23,45.07,0.16,0.36,79317000
335,9/19/2013,45.98,45.23,0.75,1.66,63972400
336,9/20/2013,47.49,45.98,1.51,3.28,115508400
337,9/23/2013,47.19,47.49,-0.3,-0.63,75177000
338,9/24/2013,48.45,47.19,1.26,2.67,136716100
339,9/25/2013,49.46,48.45,1.01,2.08,87879700
340,9/26/2013,50.39,49.46,0.93,1.88,98220100
341,9/27/2013,51.24,50.39,0.85,1.69,81410500
342,9/30/2013,50.23,51.24,-1.01,-1.97,100095000
343,10/1/2013,50.42,50.23,0.19,0.38,98114000
344,10/2/2013,50.28,50.42,-0.14,-0.28,62834000
345,10/3/2013,49.18,50.28,-1.1,-2.19,82045000
346,10/4/2013,51.04,49.18,1.86,3.78,74447000
347,10/7/2013,50.52,51.04,-0.52,-1.02,57204000
348,10/8/2013,47.14,50.52,-3.38,-6.69,136081000
349,10/9/2013,46.77,47.14,-0.37,-0.78,147297000
350,10/10/2013,49.05,46.77,2.28,4.87,99774000
351,10/11/2013,49.11,49.05,0.06,0.12,58428000
352,10/14/2013,49.51,49.11,0.4,0.81,68781000
353,10/15/2013,49.5,49.51,-0.01,-0.02,81167000
354,10/16/2013,51.14,49.5,1.64,3.31,64678000
355,10/17/2013,52.21,51.14,1.07,2.09,71522000
356,10/18/2013,54.22,52.21,2.01,3.85,88260000
357,10/21/2013,53.85,54.22,-0.37,-0.68,58235000
358,10/22/2013,52.68,53.85,-1.17,-2.17,83204000
359,10/23/2013,51.9,52.68,-0.78,-1.48,57207000
360,10/24/2013,52.45,51.9,0.55,1.06,46775000
361,10/25/2013,51.95,52.45,-0.5,-0.95,45085000
362,10/28/2013,50.23,51.95,-1.72,-3.31,73472000
363,10/29/2013,49.4,50.23,-0.83,-1.65,102143000
364,10/30/2013,49.01,49.4,-0.39,-0.79,127073000
365,10/31/2013,50.21,49.01,1.2,2.45,248809000
366,11/1/2013,49.75,50.21,-0.46,-0.92,95033000
367,11/4/2013,48.22,49.75,-1.53,-3.08,80371000
368,11/5/2013,50.11,48.22,1.89,3.92,76835000
369,11/6/2013,49.12,50.11,-0.99,-1.98,67889000
370,11/7/2013,47.56,49.12,-1.56,-3.18,97128000
371,11/8/2013,47.53,47.56,-0.03,-0.06,70731000
372,11/11/2013,46.2,47.53,-1.33,-2.8,80910000
373,11/12/2013,46.61,46.2,0.41,0.89,68196000
374,11/13/2013,48.71,46.61,2.1,4.51,79245000
375,11/14/2013,48.99,48.71,0.28,0.57,75117000
376,11/15/2013,49.01,48.99,0.02,0.04,42453000
377,11/18/2013,45.83,49.01,-3.18,-6.49,85910000
378,11/19/2013,46.36,45.83,0.53,1.16,75602000
379,11/20/2013,46.43,46.36,0.07,0.15,53933000
380,11/21/2013,46.7,46.43,0.27,0.58,34886000
381,11/22/2013,46.23,46.7,-0.47,-1.01,40545000
382,11/25/2013,44.82,46.23,-1.41,-3.05,82565000
383,11/26/2013,45.89,44.82,1.07,2.39,82016000
384,11/27/2013,46.49,45.89,0.6,1.31,44993000
385,11/29/2013,47.01,46.49,0.52,1.12,22953900
386,12/2/2013,47.06,47.01,0.05,0.11,50774000
387,12/3/2013,46.73,47.06,-0.33,-0.7,32086000
388,12/4/2013,48.62,46.73,1.89,4.04,60890000
389,12/5/2013,48.34,48.62,-0.28,-0.58,43855000
390,12/6/2013,47.94,48.34,-0.4,-0.83,42938000
391,12/9/2013,48.84,47.94,0.9,1.88,36056000
392,12/10/2013,50.25,48.84,1.41,2.89,68479000
393,12/11/2013,49.38,50.25,-0.87,-1.73,65776000
394,12/12/2013,51.83,49.38,2.45,4.96,92723000
395,12/13/2013,53.32,51.83,1.49,2.87,82641000
396,12/16/2013,53.81,53.32,0.49,0.92,85119000
397,12/17/2013,54.86,53.81,1.05,1.95,78751000
398,12/18/2013,55.57,54.86,0.71,1.29,76003000
399,12/19/2013,55.05,55.57,-0.52,-0.94,89753200
400,12/20/2013,55.12,55.05,0.07,0.13,239824000
401,12/23/2013,57.77,55.12,2.65,4.81,98297000
402,12/24/2013,57.96,57.77,0.19,0.33,46617800
403,12/26/2013,57.73,57.96,-0.23,-0.4,55101000
404,12/27/2013,55.44,57.73,-2.29,-3.97,60466000
405,12/30/2013,53.71,55.44,-1.73,-3.12,68307000
406,12/31/2013,54.65,53.71,0.94,1.75,43076200
407,1/2/2014,54.71,54.65,0.06,0.11,43195500
408,1/3/2014,54.56,54.71,-0.15,-0.27,38246200
409,1/6/2014,57.2,54.56,2.64,4.84,68852600
410,1/7/2014,57.92,57.2,0.72,1.26,77207400
411,1/8/2014,58.23,57.92,0.31,0.54,56682400
412,1/9/2014,57.22,58.23,-1.01,-1.73,92253300
413,1/10/2014,57.94,57.22,0.72,1.26,42449500
414,1/13/2014,55.91,57.94,-2.03,-3.5,63010900
415,1/14/2014,57.74,55.91,1.83,3.27,37503600
416,1/15/2014,57.6,57.74,-0.14,-0.24,33663400
417,1/16/2014,57.19,57.6,-0.41,-0.71,34541800
418,1/17/2014,56.3,57.19,-0.89,-1.56,40849200
419,1/21/2014,58.51,56.3,2.21,3.93,48669200
420,1/22/2014,57.51,58.51,-1,-1.71,61352900
421,1/23/2014,56.63,57.51,-0.88,-1.53,47951800
422,1/24/2014,54.45,56.63,-2.18,-3.85,55200700
423,1/27/2014,53.55,54.45,-0.9,-1.65,73924100
424,1/28/2014,55.14,53.55,1.59,2.97,48191200
425,1/29/2014,53.53,55.14,-1.61,-2.92,92995600
426,1/30/2014,61.08,53.53,7.55,14.1,150178900
427,1/31/2014,62.57,61.08,1.49,2.44,87794600
428,2/3/2014,61.48,62.57,-1.09,-1.74,74866600
429,2/4/2014,62.75,61.48,1.27,2.07,45985500
430,2/5/2014,62.19,62.75,-0.56,-0.89,51685100
431,2/6/2014,62.16,62.19,-0.03,-0.05,42086500
432,2/7/2014,64.32,62.16,2.16,3.47,60704300
433,2/10/2014,63.55,64.32,-0.77,-1.2,43666100
434,2/11/2014,64.85,63.55,1.3,2.05,45675600
435,2/12/2014,64.45,64.85,-0.4,-0.62,47282100
436,2/13/2014,67.33,64.45,2.88,4.47,61911700
437,2/14/2014,67.09,67.33,-0.24,-0.36,36694900
438,2/18/2014,67.3,67.09,0.21,0.31,43809900
439,2/19/2014,68.06,67.3,0.76,1.13,62087100
440,2/20/2014,69.63,68.06,1.57,2.31,130928900
441,2/21/2014,68.59,69.63,-1.04,-1.49,70932400
442,2/24/2014,70.78,68.59,2.19,3.19,76620300
443,2/25/2014,69.85,70.78,-0.93,-1.31,52077000
444,2/26/2014,69.26,69.85,-0.59,-0.84,55322700
445,2/27/2014,68.94,69.26,-0.32,-0.46,41653700
446,2/28/2014,68.46,68.94,-0.48,-0.7,66783700
447,3/3/2014,67.41,68.46,-1.05,-1.53,56824100
448,3/4/2014,68.8,67.41,1.39,2.06,42013500
449,3/5/2014,71.57,68.8,2.77,4.03,74567700
450,3/6/2014,70.84,71.57,-0.73,-1.02,46026500
451,3/7/2014,69.8,70.84,-1.04,-1.47,38927000
452,3/10/2014,72.03,69.8,2.23,3.19,59871600
453,3/11/2014,70.1,72.03,-1.93,-2.68,59408300
454,3/12/2014,70.88,70.1,0.78,1.11,46340500
455,3/13/2014,68.83,70.88,-2.05,-2.89,57091000
456,3/14/2014,67.72,68.83,-1.11,-1.61,48227000
457,3/17/2014,68.74,67.72,1.02,1.51,52197000
458,3/18/2014,69.19,68.74,0.45,0.65,40827000
459,3/19/2014,68.24,69.19,-0.95,-1.37,43981000
460,3/20/2014,66.97,68.24,-1.27,-1.86,44439000
461,3/21/2014,67.24,66.97,0.27,0.4,59999900
462,3/24/2014,64.1,67.24,-3.14,-4.67,85696000
463,3/25/2014,64.89,64.1,0.79,1.23,68786000
464,3/26/2014,60.39,64.89,-4.5,-6.93,97503900
465,3/27/2014,60.97,60.39,0.58,0.96,112650000
466,3/28/2014,60.01,60.97,-0.96,-1.57,67052000
467,3/31/2014,60.24,60.01,0.23,0.38,53011000
468,4/1/2014,62.62,60.24,2.38,3.95,59291000
469,4/2/2014,62.72,62.62,0.1,0.16,66277000
470,4/3/2014,59.49,62.72,-3.23,-5.15,83859000
471,4/4/2014,56.75,59.49,-2.74,-4.61,125214400
472,4/7/2014,56.95,56.75,0.2,0.35,108488000
473,4/8/2014,58.19,56.95,1.24,2.18,78836000
474,4/9/2014,62.41,58.19,4.22,7.25,100215000
475,4/10/2014,59.16,62.41,-3.25,-5.21,114988000
476,4/11/2014,58.53,59.16,-0.63,-1.06,91452000
477,4/14/2014,58.89,58.53,0.36,0.62,72325000
478,4/15/2014,59.09,58.89,0.2,0.34,108623000
479,4/16/2014,59.72,59.09,0.63,1.07,78774000
480,4/17/2014,58.94,59.72,-0.78,-1.31,88040000
481,4/21/2014,61.24,58.94,2.3,3.9,60364000
482,4/22/2014,63.03,61.24,1.79,2.92,60631000
483,4/23/2014,61.36,63.03,-1.67,-2.65,95908700
484,4/24/2014,60.87,61.36,-0.49,-0.8,138769000
485,4/25/2014,57.71,60.87,-3.16,-5.19,92502000
486,4/28/2014,56.14,57.71,-1.57,-2.72,107758000
487,4/29/2014,58.15,56.14,2.01,3.58,75557000
488,4/30/2014,59.78,58.15,1.63,2.8,76093000
489,5/1/2014,61.15,59.78,1.37,2.29,82429000
490,5/2/2014,60.46,61.15,-0.69,-1.13,54189000
491,5/5/2014,61.22,60.46,0.76,1.26,46057000
492,5/6/2014,58.53,61.22,-2.69,-4.39,55901000
493,5/7/2014,57.39,58.53,-1.14,-1.95,78587000
494,5/8/2014,56.76,57.39,-0.63,-1.1,61251000
495,5/9/2014,57.24,56.76,0.48,0.85,52584000
496,5/12/2014,59.83,57.24,2.59,4.52,48575000
497,5/13/2014,59.83,59.83,0,0,48525000
498,5/14/2014,59.23,59.83,-0.6,-1,47429000
499,5/15/2014,57.92,59.23,-1.31,-2.21,56814000
500,5/16/2014,58.02,57.92,0.1,0.17,47933000
501,5/19/2014,59.21,58.02,1.19,2.05,43034000
502,5/20/2014,58.56,59.21,-0.65,-1.1,53931000
503,5/21/2014,60.49,58.56,1.93,3.3,58992000
504,5/22/2014,60.52,60.49,0.03,0.05,54200000
505,5/23/2014,61.35,60.52,0.83,1.37,38294000
506,5/27/2014,63.48,61.35,2.13,3.47,55682000
507,5/28/2014,63.51,63.48,0.03,0.05,47795000
508,5/29/2014,63.83,63.51,0.32,0.5,42700000
509,5/30/2014,63.3,63.83,-0.53,-0.83,45253500
510,6/2/2014,63.08,63.3,-0.22,-0.35,35996000
511,6/3/2014,62.87,63.08,-0.21,-0.33,32217000
512,6/4/2014,63.34,62.87,0.47,0.75,36514000
513,6/5/2014,63.19,63.34,-0.15,-0.24,47352000
514,6/6/2014,62.5,63.19,-0.69,-1.09,42442000
515,6/9/2014,62.88,62.5,0.38,0.61,37617000
516,6/10/2014,65.77,62.88,2.89,4.6,69338000
517,6/11/2014,65.78,65.77,0.01,0.02,44242000
518,6/12/2014,64.29,65.78,-1.49,-2.27,55730000
519,6/13/2014,64.5,64.29,0.21,0.33,29419000
520,6/16/2014,64.19,64.5,-0.31,-0.48,31046000
521,6/17/2014,64.4,64.19,0.21,0.33,27715000
522,6/18/2014,65.6,64.4,1.2,1.86,35570000
523,6/19/2014,64.34,65.6,-1.26,-1.92,34245000
524,6/20/2014,64.5,64.34,0.16,0.25,46466000
525,6/23/2014,65.37,64.5,0.87,1.35,34560000
526,6/24/2014,65.72,65.37,0.35,0.54,57335000
527,6/25/2014,67.44,65.72,1.72,2.62,44308000
528,6/26/2014,67.13,67.44,-0.31,-0.46,47714000
529,6/27/2014,67.6,67.13,0.47,0.7,46461000
530,6/30/2014,67.29,67.6,-0.31,-0.46,27102800
531,7/1/2014,68.06,67.29,0.77,1.14,33243000
532,7/2/2014,66.45,68.06,-1.61,-2.37,41895000
533,7/3/2014,66.29,66.45,-0.16,-0.24,25203200
534,7/7/2014,65.29,66.29,-1,-1.51,28745000
535,7/8/2014,62.76,65.29,-2.53,-3.88,68926000
536,7/9/2014,64.97,62.76,2.21,3.52,51432000
